,id_nombre,nombre,id_ciudad,ciudad,categories,analisis_sentimientos,puntuacion_usuarios,anio,Good_Punctuation
1665,a021,Kissin' Cuzzins,9EV3,San Petersburgo,"Restaurants, Breakfast & Brunch, Diners, Sandwiches, Wraps",1.0,4.5,2014,True
1677,a12c,Munch's Sundries & Restaurant,9EV3,San Petersburgo,"Sandwiches, Restaurants, Breakfast & Brunch",1.0,4.2,2014,True
1682,a1c2,Georgie's Alibi,9EV3,San Petersburgo,"Dance Clubs, Cafes, Bars, Nightlife, Restaurants, Sports Bars, American (Traditional), Gastropubs, Burgers",1.0,3.2,2014,False
1711,a44f,New York Bagel Shops,9EV3,San Petersburgo,"Restaurants, Food, Bagels",1.0,2.6,2014,False
1722,a5be,Athenian's Gyros & Chicken,9EV3,San Petersburgo,"Middle Eastern, Greek, Restaurants, Mediterranean",1.0,3.5,2014,False
1741,a82a,Portofino Italian Ristorante,9EV3,San Petersburgo,"Pizza, Restaurants, Food Delivery Services, Italian, Breakfast & Brunch, Food",1.0,4.5,2014,True
1742,a835,Nick's Family Restaurant,9EV3,San Petersburgo,"American (New), Restaurants",1.0,2.7,2014,False
1745,a8a8,Randy's West Indian Restaurant,9EV3,San Petersburgo,"Caribbean, Trinidadian, Restaurants, Indian",1.0,4.0,2014,True
1747,a8be,Thuy Cafe,9EV3,San Petersburgo,"Bubble Tea, Vietnamese, Restaurants, Food, Sandwiches",1.0,3.7,2014,False
1756,a95f,St. Pete Bagel Co.,9EV3,San Petersburgo,"Sandwiches, Restaurants, Bagels, Food, Donuts, Coffee & Tea",1.0,3.7,2014,False
1779,ab95,Hops and Props,9EV3,San Petersburgo,"Bars, American (New), Nightlife, Restaurants, American (Traditional), Caterers, Event Planning & Services, Beer Bar",1.0,3.6,2014,False
1791,acc1,The Getaway,9EV3,San Petersburgo,"Cocktail Bars, Seafood, American (Traditional), Restaurants, Local Flavor, Food, Bars, Breakfast & Brunch, Beer, Wine & Spirits, Burgers, Tiki Bars, Nightlife",1.0,3.6,2014,False
1849,b2fc,Kristina's Cafe,9EV3,San Petersburgo,"American (Traditional), Restaurants, Diners",1.0,3.8,2014,False
1852,b34e,Banyan Cafe & Catering,9EV3,San Petersburgo,"Food, Breakfast & Brunch, Coffee & Tea, Restaurants",1.0,3.5,2014,False
1853,b366,Cafe Ten-O-One,9EV3,San Petersburgo,"Restaurants, Diners, American (New), Burgers, American (Traditional), Breakfast & Brunch",1.0,4.0,2014,True
1863,b443,Jimbo's Joint,9EV3,San Petersburgo,"American (New), Comfort Food, Fast Food, Restaurants",1.0,4.2,2014,True
1871,b4ee,Bodega,9EV3,San Petersburgo,"Spanish, Cafes, Cuban, Latin American, Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants",1.0,4.4,2014,True
1880,b5f0,Tyrone Restaurant,9EV3,San Petersburgo,"Restaurants, Breakfast & Brunch, American (New), American (Traditional), Cafes",1.0,5.0,2014,True
1928,b990,Craftsman House Gallery & Cafe,9EV3,San Petersburgo,"Arts & Entertainment, Restaurants, Art Galleries, American (New), Cafes, Shopping",0.5,3.3,2014,False
1944,bad9,Cuban Delight Cafe,9EV3,San Petersburgo,"Cuban, Restaurants",1.0,2.8,2014,False
1974,be49,Babalu,9EV3,San Petersburgo,"Nightlife, Burgers, Bars, American (Traditional), Restaurants",1.0,3.4,2014,False
1984,bf95,Side Door Deli,9EV3,San Petersburgo,"Delis, Restaurants",0.5,1.0,2014,False
1988,c034,Connie's Bar-B Q,9EV3,San Petersburgo,"Restaurants, Barbeque",1.0,4.0,2014,True
2006,c1e4,Derby Lane,9EV3,San Petersburgo,"Arts & Entertainment, Restaurants, Steakhouses",1.0,2.8,2014,False
2030,c43b,Dragon Phoenix Chinese,9EV3,San Petersburgo,"Chinese, Restaurants",1.0,2.5,2014,False
2039,c5f0,The King & I Restaurant,9EV3,San Petersburgo,"Restaurants, Thai",1.0,3.9,2014,False
2049,c693,Primi Urban Cafe,9EV3,San Petersburgo,"Italian, Nightlife, Restaurants, Piano Bars",1.0,4.0,2014,True
2060,c72c,Cafe Vienna,9EV3,San Petersburgo,"Breakfast & Brunch, German, Austrian, Restaurants",1.0,4.3,2014,True
2063,c770,Beachwood BBQ & Burger,9EV3,San Petersburgo,"Burgers, Restaurants, Barbeque",1.0,4.0,2014,True
2074,c820,Joey Brooklyn's Famous Pizza Kitchen,9EV3,San Petersburgo,"Sandwiches, Pizza, Restaurants, Salad",1.0,3.8,2014,False
2085,c974,Yummy Thai,9EV3,San Petersburgo,"Thai, Restaurants",1.0,3.9,2014,False
2104,cb0f,Hoppy's Corned Beef Corner,9EV3,San Petersburgo,"Breakfast & Brunch, American (Traditional), Delis, Soup, Restaurants",1.0,3.8,2014,False
2116,cc4e,Fred Fleming's Famous Bar-B-Que,9EV3,San Petersburgo,"Restaurants, Barbeque",1.0,3.8,2014,False
2123,ccc6,Burrito Boarder,9EV3,San Petersburgo,"Food, Restaurants, Specialty Food, Mexican",1.0,3.5,2014,False
2131,cd29,Gateway Pizza and Pasta,9EV3,San Petersburgo,"Italian, Restaurants, Pizza",0.5,1.2,2014,False
2152,cfd5,El Tenampa Mexican Restaurant,9EV3,San Petersburgo,"Mexican, Restaurants",1.0,3.0,2014,False
2201,d639,Biff Burger & Buffy's BBQ,9EV3,San Petersburgo,"Burgers, Restaurants, Nightlife, Barbeque, Bars",1.0,3.8,2014,False
2225,d897,Sab Cafe,9EV3,San Petersburgo,"Vietnamese, Cafes, Restaurants, Asian Fusion, Thai",1.0,3.8,2014,False
2227,d8d9,Cakes by Carolynn A Special Touch,9EV3,San Petersburgo,"Bakeries, Restaurants, Food",1.0,5.0,2014,True
2237,d9e4,China Pearl,9EV3,San Petersburgo,"Restaurants, Chinese, Food Delivery Services, Food, Asian Fusion, Fast Food",1.0,3.7,2014,False
2239,d9fb,Lucky Star Chinese,9EV3,San Petersburgo,"Restaurants, Chinese",0.5,3.3,2014,False
2263,dc05,Cask And Ale,9EV3,San Petersburgo,"Bars, Restaurants, Tapas/Small Plates, Nightlife, Lounges",1.0,4.4,2014,True
2265,dc36,Art of Sushi,9EV3,San Petersburgo,"Restaurants, Sushi Bars, Asian Fusion, Japanese, Steakhouses",1.0,2.6,2014,False
2269,dc6a,"JO-EL'S Kosher Deli, Market & Café",9EV3,San Petersburgo,"Restaurants, Sandwiches, Food, Kosher, Delis, Food Delivery Services",1.0,4.2,2014,True
2284,de3e,Black Forest Cottage Restaurant,9EV3,San Petersburgo,"Food, Bakeries, German, Restaurants, Ice Cream & Frozen Yogurt",1.0,5.0,2014,True
2391,e8de,Publix Super Market,9EV3,San Petersburgo,"Food, Delis, Grocery, Restaurants",0.0,1.0,2014,False
2406,eaaa,Salem's Fresh Eats,9EV3,San Petersburgo,"Fast Food, Middle Eastern, Ethnic Food, Mediterranean, Chicken Wings, Diners, Seafood, Salad, Greek, Restaurants, Sandwiches, Specialty Food, Food",1.0,3.5,2014,False
2411,eb48,O' Bistro,9EV3,San Petersburgo,"American (New), Restaurants",1.0,4.2,2014,True
2476,f155,Museum of Fine Arts,9EV3,San Petersburgo,"Art Museums, Arts & Entertainment, Museums, Restaurants",1.0,4.5,2014,True
2482,f215,Little Caesars,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.5,2014,False
2570,fc46,Nepa Hut Beach Bar,9EV3,San Petersburgo,"Event Planning & Services, Hotels, Bars, Hotels & Travel, Restaurants, Nightlife",1.0,2.0,2014,False
2576,fcb5,The Birch & Vine,9EV3,San Petersburgo,"Local Flavor, Wine Bars, Bars, Hotels, Specialty Food, American (New), Nightlife, Food, Restaurants, Hotels & Travel, Event Planning & Services",1.0,3.8,2014,False
2593,feb0,Garden Restaurant,9EV3,San Petersburgo,"Food Delivery Services, Jazz & Blues, Food, American (Traditional), Arts & Entertainment, Mediterranean, Restaurants, Nightlife",1.0,2.0,2014,False
4,0038,Old Southeast Market,9EV3,San Petersburgo,"Local Services, Food, Restaurants, Convenience Stores, Grocery, Delis, Propane, Specialty Food, Coffee & Tea, Poke",1.0,5.0,2015,True
15,0124,Chopstick Express,9EV3,San Petersburgo,"Restaurants, Japanese, Chinese, Soup",1.0,4.0,2015,True
28,0261,Tsunami Japanese Steakhouse,9EV3,San Petersburgo,"Steakhouses, Restaurants, Sushi Bars, Japanese",1.0,2.8,2015,False
31,02a2,Cicis,9EV3,San Petersburgo,"American (Traditional), Pizza, Restaurants",1.0,2.9,2015,False
32,02a4,Lanna Thai and Sushi Restaurant,9EV3,San Petersburgo,"Thai, Restaurants",1.0,3.7,2015,False
40,037c,Jungle Prada Tavern,9EV3,San Petersburgo,"Salad, Bars, Pubs, Food, Restaurants, Pizza, Nightlife",1.0,3.8,2015,False
49,03ff,The Moon Under Water,9EV3,San Petersburgo,"Nightlife, British, Pubs, Bars, Indian, Restaurants",1.0,3.7,2015,False
50,0449,Mid Peninsula Seafood,9EV3,San Petersburgo,"Restaurants, Seafood Markets, Food, Seafood, Specialty Food, Local Flavor",1.0,4.4,2015,True
51,0473,URBAN Deli and Drafts,9EV3,San Petersburgo,"Beer Bar, Food, Grocery, Cuban, Gastropubs, Beer, Wine & Spirits, Specialty Food, American (New), Bars, Delis, Sandwiches, Nightlife, Restaurants, American (Traditional)",1.0,5.0,2015,True
54,04db,Central Coffee Shoppe,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, Sandwiches, American (Traditional)",1.0,3.4,2015,False
58,04f1,Mekong Vietnamese Restaurant,9EV3,San Petersburgo,"Restaurants, Vietnamese",1.0,3.9,2015,False
61,051f,4th Street Tap & Tavern,9EV3,San Petersburgo,"Sandwiches, Restaurants, Event Planning & Services, Nightlife, Musicians, Chicken Wings, Sports Bars, Bars",1.0,3.6,2015,False
62,0520,Chief's Creole Cafe,9EV3,San Petersburgo,"Cajun/Creole, Caterers, Event Planning & Services, Restaurants, Seafood, Comfort Food, Barbeque",1.0,4.6,2015,True
92,078f,Rays Vegan Soul,9EV3,San Petersburgo,"Soul Food, Southern, Vegan, Restaurants",1.0,5.0,2015,True
96,07b3,The Chattaway,9EV3,San Petersburgo,"Restaurants, Venues & Event Spaces, Burgers, Event Planning & Services, American (Traditional)",1.0,3.7,2015,False
106,0888,Sunrise Lanes,9EV3,San Petersburgo,"Bars, American (Traditional), Venues & Event Spaces, Bowling, Event Planning & Services, Nightlife, Lounges, Restaurants, Active Life",1.0,3.3,2015,False
109,08ac,4th Street Shrimp Store,9EV3,San Petersburgo,"Restaurants, Nightlife, Burgers, Beer Bar, Bars, Seafood",1.0,3.8,2015,False
126,0970,Central Pizza & Subs,9EV3,San Petersburgo,"Pizza, Food Delivery Services, Food, Restaurants",1.0,3.4,2015,False
129,09a2,Bula Kafe,9EV3,San Petersburgo,"Nightlife, Lounges, Coffee & Tea, Cafes, Bars, Restaurants, Food",1.0,4.3,2015,True
141,0ae3,Harold Seltzer's Steak House,9EV3,San Petersburgo,"Restaurants, Steakhouses, American (Traditional), Seafood",1.0,3.8,2015,False
178,0e4b,Italia Mia,9EV3,San Petersburgo,"Pizza, Italian, Restaurants",1.0,4.5,2015,True
184,0ec9,Johnny's Mediterranean Pizza & Restaurant,9EV3,San Petersburgo,"Automotive, Gas Stations, Breakfast & Brunch, American (Traditional), Pizza, Restaurants",1.0,2.6,2015,False
217,1241,Church's Chicken,9EV3,San Petersburgo,"Fast Food, Food, Breakfast & Brunch, Specialty Food, Restaurants, Chicken Shop, Meat Shops, Chicken Wings",0.5,1.3,2015,False
223,1305,Ryan's Meat Market & Deli,9EV3,San Petersburgo,"Food, Restaurants, Specialty Food, Meat Shops, Delis",1.0,5.0,2015,True
235,1403,Bayway Country Store and Butcher Shop,9EV3,San Petersburgo,"Convenience Stores, Butcher, Food, Beer, Wine & Spirits, Delis, Restaurants",1.0,5.0,2015,True
240,147a,Zeko's Mediterranean Grill,9EV3,San Petersburgo,"Greek, Middle Eastern, Restaurants, Seafood, Mediterranean",1.0,4.3,2015,True
259,1651,Lorene's Fish & Crab House,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,3.5,2015,False
263,16ab,Brick & Mortar,9EV3,San Petersburgo,"Nightlife, Bars, American (New), Restaurants, Wine Bars",1.0,4.6,2015,True
274,177c,Craft Kafe,9EV3,San Petersburgo,"Restaurants, Gluten-Free, Coffee & Tea, Food, Bakeries",1.0,4.8,2015,True
283,17fa,POW,9EV3,San Petersburgo,"Pizza, Restaurants",1.0,2.4,2015,False
284,17fd,Chicago's Stuffed Pizza,9EV3,San Petersburgo,"Italian, Pizza, Restaurants",1.0,2.2,2015,False
291,18a0,Ha Long Bay,9EV3,San Petersburgo,"Asian Fusion, Restaurants, Cantonese, Dim Sum, Chinese, Vietnamese",1.0,3.2,2015,False
300,19cd,Fresco's Waterfront Bistro,9EV3,San Petersburgo,"Nightlife, Restaurants, Seafood, Bistros, American (Traditional), Bars",1.0,3.0,2015,False
315,1b19,Playerz Taphouse & Grill,9EV3,San Petersburgo,"Nightlife, American (Traditional), Restaurants, Bars, Sandwiches, Sports Bars",0.5,1.0,2015,False
329,1c0c,Great Wall,9EV3,San Petersburgo,"Chinese, Seafood, Restaurants, Soup",0.5,2.5,2015,False
332,1c81,Salem's Gyro & Subs,9EV3,San Petersburgo,"American (New), Chicken Wings, Middle Eastern, Salad, Restaurants, Sandwiches, Greek",1.0,1.0,2015,False
339,1cd1,Spice Routes,9EV3,San Petersburgo,"Restaurants, Sandwiches, Mediterranean, Middle Eastern, Soup",1.0,5.0,2015,True
345,1d5c,Publix - Saint Petersburg,9EV3,San Petersburgo,"Specialty Food, Delis, Food, Meat Shops, Restaurants, Grocery",1.0,3.8,2015,False
363,1edf,Caribbean Cafe,9EV3,San Petersburgo,"Restaurants, American (New)",1.0,4.0,2015,True
381,204d,Williams Sub Shop,9EV3,San Petersburgo,"Restaurants, Sandwiches",1.0,4.5,2015,True
392,2172,China Max,9EV3,San Petersburgo,"Chinese, Restaurants",0.5,1.0,2015,False
396,21e9,Toby's Original Little Italy Pizza,9EV3,San Petersburgo,"Italian, Pizza, Restaurants",1.0,4.0,2015,True
397,21ed,FarmTable Cucina,9EV3,San Petersburgo,"Juice Bars & Smoothies, Food, Restaurants, Italian, Cocktail Bars, American (New), Local Flavor, Venues & Event Spaces, Wine Bars, Event Planning & Services, Nightlife, Breakfast & Brunch, Bars",1.0,4.1,2015,True
404,2287,Ferg's Sports Bar & Grill,9EV3,San Petersburgo,"Restaurants, Nightlife, American (Traditional), Bars, Sports Bars",1.0,3.0,2015,False
420,23f6,Boardwalk Pasta & Seafood,9EV3,San Petersburgo,"Seafood, Beer, Wine & Spirits, American (New), Nightlife, Bars, American (Traditional), Food, Restaurants",1.0,3.4,2015,False
434,2547,Buffalo City Bar & Grille,9EV3,San Petersburgo,"Nightlife, Sports Bars, Bars, Restaurants, Dive Bars, American (Traditional)",0.5,3.0,2015,False
447,2642,Cafe Croissant,9EV3,San Petersburgo,"Food, Restaurants, Cafes, Bakeries, French",1.0,4.0,2015,True
451,26e7,MFA Cafe,9EV3,San Petersburgo,"Breakfast & Brunch, Food, Sandwiches, Coffee & Tea, American (Traditional), American (New), Restaurants",1.0,4.7,2015,True
479,29f0,Stacie's Cottage Cafe,9EV3,San Petersburgo,"Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants, Sandwiches, Food",1.0,4.8,2015,True
561,3156,Mad Fish,9EV3,San Petersburgo,"Restaurants, American (Traditional), Steakhouses, Seafood",1.0,4.3,2015,True
564,31a5,K C's Korner Restaurant,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, American (Traditional)",1.0,5.0,2015,True
573,3219,Fish Tales,9EV3,San Petersburgo,"Bars, Seafood, Steakhouses, Nightlife, Restaurants, Dive Bars",1.0,3.5,2015,False
577,325a,"Westshore Pizza Southside, Inc",9EV3,San Petersburgo,"Restaurants, Pizza",1.0,2.0,2015,False
626,3639,The Mango Tree Japanese Fusion Cuisine,9EV3,San Petersburgo,"Restaurants, Asian Fusion, Japanese, Sushi Bars",1.0,3.9,2015,False
632,36af,The Mill Restaurant,9EV3,San Petersburgo,"Breakfast & Brunch, American (New), Bars, Lounges, Restaurants, Nightlife",1.0,4.2,2015,True
643,37d2,Mastry's,9EV3,San Petersburgo,"Bars, Restaurants, Nightlife, American (Traditional)",1.0,4.6,2015,True
653,389f,Stillwaters Tavern,9EV3,San Petersburgo,"Bars, American (New), Restaurants, Food, Nightlife, American (Traditional), Seafood",1.0,3.8,2015,False
671,39b9,McNally's Neighborhood Grill,9EV3,San Petersburgo,Restaurants,1.0,4.5,2015,True
696,3c6d,Yaya's Flame Broiled Chicken,9EV3,San Petersburgo,"Chicken Wings, Restaurants",1.0,2.8,2015,False
701,3cdb,Got Sushi?,9EV3,San Petersburgo,"Steakhouses, Sushi Bars, Restaurants, Japanese",1.0,4.2,2015,True
742,41bd,The Burg Bar & Grill,9EV3,San Petersburgo,"American (New), Nightlife, Restaurants, Bars, Food, Beer, Wine & Spirits, American (Traditional)",1.0,4.0,2015,True
784,458d,Zaytoon Grill,9EV3,San Petersburgo,"Mediterranean, Restaurants",1.0,4.8,2015,True
798,46ad,Smiley's Deli,9EV3,San Petersburgo,"Delis, Specialty Food, Restaurants, Food, Ethnic Food, Desserts, Latin American, Sandwiches",1.0,5.0,2015,True
799,46b7,Cafe Mozart,9EV3,San Petersburgo,"Food, Restaurants, Bakeries, Cafes",1.0,4.5,2015,True
805,4750,Spring Garden Family Restaurant,9EV3,San Petersburgo,"Restaurants, American (New), Comfort Food, Breakfast & Brunch",1.0,3.6,2015,False
841,4b72,The Kitchen,9EV3,San Petersburgo,"Bars, Restaurants, American (Traditional), Hookah Bars, American (New), Nightlife, Sandwiches",1.0,3.1,2015,False
845,4bde,Mazzaro's Italian Market,9EV3,San Petersburgo,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",1.0,4.6,2015,True
887,4f71,Tour De Pizza,9EV3,San Petersburgo,"Breakfast & Brunch, Specialty Food, Food, Pizza, Food Delivery Services, Restaurants, Italian",1.0,4.0,2015,True
893,4fff,Sunset Grille,9EV3,San Petersburgo,"American (Traditional), Restaurants, Burgers",1.0,3.7,2015,False
918,5191,Gratzzi Italian Grille,9EV3,San Petersburgo,"Restaurants, Italian",1.0,3.8,2015,False
944,53e7,Skyway Jack's,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants",1.0,4.0,2015,True
963,5546,China Kitchen,9EV3,San Petersburgo,"Chinese, Restaurants",1.0,3.1,2015,False
967,55ab,Chicago Deli,9EV3,San Petersburgo,"Restaurants, Delis",1.0,2.6,2015,False
988,574c,Crown Fried Chicken,9EV3,San Petersburgo,"Burgers, Seafood, Chicken Wings, Restaurants",1.0,4.7,2015,True
990,57a9,Taps & Tequila,9EV3,San Petersburgo,"Tapas Bars, Nightlife, Champagne Bars, Pubs, American (Traditional), Restaurants, Bars, Lounges",1.0,1.0,2015,False
991,57cb,Got Sushi?- Japanese Steakhouse,9EV3,San Petersburgo,"Japanese, Sushi Bars, Restaurants, Steakhouses",1.0,4.2,2015,True
992,5804,Blue Nile,9EV3,San Petersburgo,"Restaurants, Food, Grocery, Burgers, Soul Food",1.0,4.0,2015,True
1020,5a2b,PoFolks,9EV3,San Petersburgo,"American (Traditional), Restaurants, American (New), Southern",1.0,3.6,2015,False
1033,5b58,Simply Delicious - Country Market & Deli,9EV3,San Petersburgo,"Restaurants, Delis, Cuban, Sandwiches, Spanish",1.0,4.9,2015,True
1041,5bc8,Pasadena Bar & Grill,9EV3,San Petersburgo,"American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch",0.5,5.0,2015,True
1048,5c52,Thai Wok,9EV3,San Petersburgo,"Thai, Restaurants",1.0,3.9,2015,False
1084,5fbc,Highstone Cafe,9EV3,San Petersburgo,"Diners, Breakfast & Brunch, Restaurants, Cafes, American (Traditional), Local Flavor, Food",1.0,4.5,2015,True
1088,5fe4,Fortunato's Italian Market,9EV3,San Petersburgo,"Pizza, Restaurants, Italian, Chicken Wings",1.0,3.8,2015,False
1101,6102,Marketplace Express,9EV3,San Petersburgo,"Specialty Food, Food, Restaurants, Convenience Stores, Sandwiches",0.5,2.4,2015,False
1107,61ba,Doe Doe's Diner,9EV3,San Petersburgo,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",1.0,3.8,2015,False
1116,6252,Parkshore Grill,9EV3,San Petersburgo,"Caterers, American (New), Food, Seafood, American (Traditional), Restaurants, Event Planning & Services, Steakhouses",1.0,3.8,2015,False
1121,62c3,Mario's NY Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.8,2015,True
1136,6435,Dooners,9EV3,San Petersburgo,"Fast Food, Turkish, German, Greek, Mediterranean, Restaurants",1.0,3.7,2015,False
1140,6480,Sushi Zen,9EV3,San Petersburgo,"Sushi Bars, Korean, Restaurants",1.0,2.0,2015,False
1149,6564,Pipo's To Go,9EV3,San Petersburgo,"Cuban, Restaurants, Sandwiches, Breakfast & Brunch",1.0,4.2,2015,True
1159,6607,Southside Coffee,9EV3,San Petersburgo,"Coffee & Tea, Cafes, Food, Restaurants",1.0,5.0,2015,True
1162,6651,Kings Street Food  Counter,9EV3,San Petersburgo,"Hot Dogs, Local Flavor, Salad, Desserts, American (Traditional), Food, Sandwiches, Restaurants, Gastropubs",1.0,3.5,2015,False
1163,6655,Kahwa Coffee,9EV3,San Petersburgo,"Desserts, Food, Coffee & Tea, Sandwiches, Restaurants",1.0,4.1,2015,True
1170,66e0,The Melting Pot,9EV3,San Petersburgo,"American (New), Fondue, Gluten-Free, Restaurants, Salad",1.0,3.8,2015,False
1179,67b2,Skyway  Diner,9EV3,San Petersburgo,"Restaurants, Diners",1.0,4.4,2015,True
1182,6806,Engine No 9,9EV3,San Petersburgo,"American (Traditional), Food, Burgers, Nightlife, Food Delivery Services, Sports Bars, Cajun/Creole, Bars, Restaurants, American (New), Pubs",1.0,4.3,2015,True
1183,6810,Banyan Cafe And Catering,9EV3,San Petersburgo,"Cafes, Food, Caterers, Coffee & Tea, Event Planning & Services, Restaurants, Sandwiches, Breakfast & Brunch",1.0,4.3,2015,True
1213,6af8,Dairy Inn,9EV3,San Petersburgo,"Restaurants, Ice Cream & Frozen Yogurt, Chicken Wings, Food, Sandwiches, Hot Dogs, Comfort Food, Burgers",1.0,3.7,2015,False
1232,6c1b,Athenian Garden,9EV3,San Petersburgo,"Greek, Restaurants",1.0,3.9,2015,False
1239,6cc4,The Queenshead Eurobar,9EV3,San Petersburgo,"Bars, British, Breakfast & Brunch, Nightlife, Pubs, American (Traditional), Gastropubs, Restaurants",1.0,3.9,2015,False
1246,6d92,Paisano's Pizza N Pasta,9EV3,San Petersburgo,"Restaurants, Nightlife, Bars, Pizza, Italian",1.0,3.8,2015,False
1247,6db2,Beau & Mo's Italian Eating House,9EV3,San Petersburgo,"Steakhouses, Restaurants, American (New), Italian",1.0,3.8,2015,False
1259,6e93,Courigan's Irish Pub,9EV3,San Petersburgo,"Bars, Restaurants, Pubs, Irish, Nightlife, Irish Pub, Sports Bars",1.0,3.7,2015,False
1268,6f3a,Periscope Restaurant,9EV3,San Petersburgo,"Hotels, Seafood, Hotels & Travel, Restaurants, Event Planning & Services, Nightlife, Bars, Diners",0.5,1.0,2015,False
1281,713a,Cali - Saint Petersburg,9EV3,San Petersburgo,"Restaurants, Wraps, Juice Bars & Smoothies, Food, American (New), Mediterranean, Breakfast & Brunch, Gluten-Free, Pizza",1.0,4.4,2015,True
1285,71b5,Ichiban Japanese Restaurant & Sushi Bar,9EV3,San Petersburgo,"Sushi Bars, Japanese, Restaurants, Thai",1.0,3.8,2015,False
