id_centros_hosteleria,centros_hosteleria,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,anio
9FO83,TradeWinds Island Grand,5500 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Resorts",3,positivo,2012
TUYTG,TradeWinds Meetings and Weddings,5500 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Wedding Planning, Hotels",3,positivo,2012
UGLFB,Alden Suites A Beachfront Resort,5900 Gulf Blvd,,,,,,,Saint Pete Beach,,,,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3.5,positivo,2012
F6M5N,Pass-A-Grille Beach,Null,,,,,,,Pass-a-Grille Beach,,,,Florida,"Active Life, Event Planning & Services, Hotels & Travel, Hotels, Restaurants, Beaches",4.5,positivo,2012
2FQE0,Dollar Rent A Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Truck Rental, Parking, Car Rental, Hotels & Travel, Automotive",1.5,negativo,2012
B1IOT,Plaza Beach Hotel - Beachfront Resort,4506 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels & Travel, Hotels, Event Planning & Services",4,positivo,2012
XSLBE,Dolphin Beach Resort,4900 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",2.5,negativo,2012
AUEIA,Dolphin Racer Speedboat,3400 Pasadena Ave S,qr51,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,wy7E,South Pasadena,33707,27.7534931,-82.7396299,Florida,"Active Life, Hotels & Travel, Tours, Local Flavor",5,positivo,2012
O5MZY,DoubleTree Beach Resort by Hilton Hotel Tampa Bay,17120 Gulf Boulevard,iN2B,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,b1Dl,North Redington Beach,33708,27.8161361,-82.8206587,Florida,"Hotels, Hotels & Travel, Resorts, Event Planning & Services",3.5,positivo,2012
MB2UC,DoubleTree by Hilton Tampa Rocky Point Waterfront,3050 N Rocky Point Dr W,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel",3.5,positivo,2012
WSW9U,Doubletree by Hilton Tampa Airport - Westshore,4500 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Chiropractors, Doctors, Medical Centers, Event Planning & Services, Hotels, Health & Medical",2.5,positivo,2012
TVO6L,Easy E's Car Service,13901 87th Ave,FZkQ,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,8ZKX,Seminole,33772,27.8397466,-82.7912134,Florida,"Professional Services, Transportation, Limos, Hotels & Travel, Airport Shuttles, Taxis",4,positivo,2012
6TE5T,Econo Lodge Airport @ Rj Stadium,4732 N Dale Mabry,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",1.5,positivo,2012
U7CHW,Electric Glide Tours,1805 E 9th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Architectural Tours, Bike Rentals, ATV Rentals/Tours, Event Planning & Services, Arts & Entertainment, Hotels & Travel, Historical Tours, Active Life, Tours, Party & Event Planning, Wine Tours",5,positivo,2012
TZDR8,SpringHill Suites Tampa Brandon,1051 S Falkenburg Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3,positivo,2012
RD2N2,Embassy Suites by Hilton Tampa Airport Westshore,555 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Restaurants, Hotels",2.5,positivo,2012
7V26E,Embassy Suites by Hilton Tampa Downtown Convention Center,513 S Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Cafes, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",2.5,positivo,2012
KMMX6,Embassy Suites by Hilton Tampa USF Near Busch Gardens,3705 Spectrum Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Caterers, Hotels & Travel, Hotels",2.5,positivo,2012
2ZOS1,Emerald Greens Condo Resort,13941 Clubhouse Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Tennis, Active Life, Vacation Rentals, Golf, Condominiums, Resorts, Real Estate, Home Services, Hotels & Travel",4,positivo,2012
8OMGS,Enterprise Rent-A-Car,3909 W Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Car Rental",2.5,positivo,2012
GTTUZ,Travelodge Beach View Clearwater,401 South Gulfview Boulevard,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2012
X4WCP,Velo Champ,6809 N Nebraska Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Tours, Bike Rentals, Hotels & Travel, Bike Repair/Maintenance, Shopping, Sporting Goods, Bike tours, Bikes, Active Life, Local Services",3.5,positivo,2012
K85O2,United Cab Company,1701 W Cass St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Transportation, Airport Shuttles, Taxis, Hotels & Travel",1.5,negativo,2012
HSFOQ,US Airways,5503 W Spruce St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Transportation, Airlines",2,positivo,2012
IH8I7,U-Save Car and Truck Rental,5002 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Car Rental",1.5,positivo,2012
TK4WS,Turtle Cove Marina,827 Roosevelt Blvd,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,"Boating, Marinas, Automotive, Food, Travel Services, Bars, Venues & Event Spaces, Beer, Wine & Spirits, Active Life, Hotels & Travel, Event Planning & Services, Nightlife",3,positivo,2012
0I0MX,Treasure Island Boat Rentals,11025 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Hotels & Travel, Tours, Boat Tours, Boating, Active Life",3.5,positivo,2012
SUNUA,Treasure Bay Resort & Marina,11125 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3.5,positivo,2012
OAG0R,Embassy Suites by Hilton Tampa Brandon,10220 Palm River Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",4,positivo,2012
28AS9,La Quinta by Wyndham Tampa Brandon West,602 South Falkenburg Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2,positivo,2012
KDASN,Sunken Gardens,1825 4th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Venues & Event Spaces, Event Planning & Services, Hotels & Travel, Botanical Gardens, Home & Garden, Tours, Shopping, Nurseries & Gardening, Arts & Entertainment",4.5,positivo,2012
BSE1H,Staybridge Suites Tampa East- Brandon,3624 North Falkenburg Road,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels",3,positivo,2012
4DGUP,InterContinental Tampa,4860 W Kennedy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Resorts, Restaurants, Event Planning & Services, Steakhouses, Venues & Event Spaces, Hotels",3,negativo,2012
5S2Z4,Innisbrook Resort,36750 US Hwy 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Resorts, Hotels, Active Life, Hotels & Travel, Event Planning & Services, Beauty & Spas, Day Spas, Golf",3,positivo,2012
UHO0Q,Innisbrook Lockness Pool,36750 US Hwy 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Golf, Hotels & Travel, Event Planning & Services, Day Spas, Active Life, Beauty & Spas, Hotels",4,negativo,2012
729HU,Inn On the Beach,1401 Gulf Way,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels, Local Services",4.5,positivo,2012
SGZZ4,Inn On The Gulf,6330 Clark St,7oPd,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,Y3QW,Hudson,34667,28.3644485,-82.6934343,Florida,"Restaurants, Steakhouses, Seafood, Hotels, Event Planning & Services, Hotels & Travel",4,positivo,2012
XPGKR,Infiniti of Clearwater,19740 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Automotive, Hotels & Travel, Car Rental, Car Dealers",3.5,positivo,2012
S0E3O,Hyatt Regency Tampa,211 N Tampa St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2012
MB79G,Speed Boat Adventures,1901 Pass A Grille Way,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St Pete Beach,33706,27.7428134,-82.7504542,Florida,"Active Life, Event Planning & Services, Hotels & Travel, Travel Services, Boating, Boat Charters, Tours, Sports Clubs",4.5,positivo,2012
0FE2H,Hyatt Regency Clearwater Beach Resort & Spa,301 S Gulfview Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Beer, Wine & Spirits, Local Flavor, Arts & Entertainment, Hotels & Travel, Festivals, Day Spas, Hotels, Event Planning & Services, Resorts, Food, Beauty & Spas",4,positivo,2012
RZ2L1,Hyatt Place Tampa/Busch Gardens,11408 North 30th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Venues & Event Spaces, Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2012
BELPJ,Hyatt Place Tampa Airport/Westshore,4811 W Main St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces",3.5,positivo,2012
58RJ8,Hubbard's Marina,170 Johns Pass Boardwalk,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Fishing, Beaches, Boating, Active Life, Boat Charters, Travel Services, Event Planning & Services, Hotels & Travel, Diving",4.5,positivo,2012
3TVIJ,Island Inn Beach Resort,9980 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Hotels, Home Services, Real Estate, Vacation Rentals, Hotels & Travel, Event Planning & Services, Resorts, Property Management",3,positivo,2012
CDB2B,Howard Johnson by Wyndham Clearwater FL,27988 Us 19 North,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2.5,positivo,2012
LZD6Q,Howard Johnson Plaza Tampa - Downtown,111 W Fortune St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Tours, Hotels, Hotels & Travel, Event Planning & Services",2,negativo,2012
RFF2D,Jimmy B's Beach Bar,6200 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Event Planning & Services, Nightlife, Hotels & Travel, American (Traditional), Music Venues, Arts & Entertainment, Caterers, Beer Bar, Bars, Restaurants",3.5,positivo,2012
G03UZ,Knights Inn Saint Petersburg,"2595 54Th Avenue North, I-275 Exit 26 54th Ave North",vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Hotels & Travel, Event Planning & Services",1.5,positivo,2012
4S3SO,La Quinta Inn Tampa Bay St. Petersburg,4999 34th St North,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Hotels & Travel, Event Planning & Services",2.5,positivo,2012
7HOFQ,La Quinta Inn by Wyndham Clearwater Central,21338 US Hwy 19 North,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3,positivo,2012
6UZTR,Little Toot Dolphin Adventure,"25 Causeway Blvd, Ste 16",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Boat Charters, Event Planning & Services, Tours, Boating, Active Life, Boat Tours",5,positivo,2012
Z5MX3,Little Manatee River State Park,215 Lightfoot Rd,vIa4,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,QMUL,Wimauma,33598,27.7124855,-82.2982952,Florida,"Parks, Hiking, Active Life, Hotels & Travel, Campgrounds",4,positivo,2012
766G2,Lazydays RV of Tampa,6130 Lazy Days Blvd,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468,Florida,"RV Dealers, RV Parks, Automotive, RV Repair, Hotels & Travel, Trailer Dealers, Auto Parts & Supplies, RV Rental",2.5,positivo,2012
79C3I,Lake Tarpon Resort,37611 US Hwy 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Hotels, Hotels & Travel, Event Planning & Services, Vacation Rentals, Resorts",3,positivo,2012
J7VCR,La Veranda Bed & Breakfast,111 5th Ave N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Hotels & Travel, Event Planning & Services, Bed & Breakfast",4,positivo,2012
40YI3,La Quinta by Wyndham USF,3701 East Fowler Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2.5,positivo,2012
32N3G,La Quinta by Wyndham Tampa Fairgrounds - Casino,4811 US Hwy 301 North,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2.5,positivo,2012
PSJV3,Howard Johnson Resort Hotel by Wyndham St. Pete Beach FL,6100 Gulf Blvd.,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Event Planning & Services, Hotels & Travel, Hotels",2.5,positivo,2012
B3D4S,Suites At Mainsail Village,5108 Eisenhower Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",2.5,positivo,2012
NSJJV,InTown Suites,8207 Adamo Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Apartments, Real Estate, Event Planning & Services, Home Services",1.5,positivo,2012
2A6NI,SpringHill Suites by Marriott Tampa Westshore Airport,4835 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces",4,positivo,2012
J3KQS,St. Petersburg Marriott Clearwater,12600 Roosevelt Blvd N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Wedding Planning, Hotels, Event Planning & Services, Venues & Event Spaces, Hotels & Travel",3.5,positivo,2012
NDXO4,St. Petersburg / Madeira Beach KOA,5400 95th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Campgrounds, Hotels & Travel, RV Parks",3.5,positivo,2012
DD64K,St. Nicholas Boat Line,693 Dodecanese Blvd,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,"Hotels & Travel, Tours",4.5,positivo,2012
1CQ2K,St Petersburg Pier,"800 2nd Ave NE, Ste 3002",vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Local Flavor, Active Life, Tours, Hotels & Travel, American (Traditional), Arts & Crafts, Shopping, Restaurants, Arts & Entertainment, Aquariums",3,positivo,2012
K2FXV,St Pete-Clearwater International Airport - PIE,14700 Terminal Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Airports",3.5,positivo,2012
6VF24,Springhill Suites by Marriott Tampa North/I-75 Tampa Palms,5396 Primrose Lake Cir,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2012
UZOXO,Springhill Suites St. Petersburg Clearwater,3485 Ulmerton Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Venues & Event Spaces, Hotels & Travel, Hotels, Event Planning & Services",4.5,positivo,2012
QZ2KQ,Tahitian Inn,601 S Dale Mabry Hwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",2.5,negativo,2012
CG418,Tampa Airport Marriott,"Tampa International Airport, 4200 George J. Bean Pkwy",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",3.5,positivo,2012
FXM89,The Segway Adventure,421 S GulfView Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Arts & Entertainment, Hotels & Travel, Tours, Active Life",4.5,positivo,2012
5J3N8,Tampa International Airport,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Shopping, Airports, Parking, Shopping Centers, Automotive",4,positivo,2012
GD14F,The Resort and Club at Little Harbor,611 Destiny Drive,YvhA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,D8OX,Ruskin,33570,27.7208633,-82.4331495,Florida,"Hostels, Resorts, Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2012
J71JF,Spinners Revolving Roof-Top Lounge,5250 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Caterers, Restaurants, Seafood, Hotels & Travel, Sandwiches, Salad, Event Planning & Services",3.5,negativo,2012
B5C88,The Pirate Ship Royal Conquest,140 Boardwalk Pl W,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Hotels & Travel, Active Life, Event Planning & Services, Tours, Boating, Boat Charters, Boat Tours",4,positivo,2012
