id_centros_entretenimiento,centros_entretenimiento,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,url_del_negocio,anio,categoria_general,atributo,categoria,ranquing_por_usuario,url
3FA4P,Argyle Forest Boulevard,"Chimney Lakes, Jacksonville",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2015,Entretenimiento,,,,
R2CKV,Saint George's Row,"Spanish Street, Old City",oU90,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,SB9H,Elkton,32033,29.7829858,-81.4258833,Florida,,,,,2015,Entretenimiento,,,,
NOVS5,Grande Boulevard,"West Palm Beach, Palm Beach",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2015,Entretenimiento,,,,
E50RC,Higate Square,"Southwest 139th Avenue, Kendall Lakes",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
ITYL9,Endless Tan,"9542, Merchants Gate Drive",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2015,Entretenimiento,,,,
5T0YR,13565,"Biscayne Boulevard, North Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
Z8L2N,Northeast 163rd Street,"North Miami Beach, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
QCCUQ,Bed Bath & Beyond,"19205, Biscayne Boulevard",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
DG8XV,Skylake Mall,"Northeast 183rd Street, North Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
M2OJM,Winn-Dixie,"3805, Northeast 163rd Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
881MZ,Southwest 134th Avenue,"Calusa Manor, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
VEZEK,Panda Express,"13440, Southwest 120th Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
VQ4GE,Southwest 42nd Street,"Miami-Dade , Florida",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
Z6YLI,Eagle Ridge Drive,"Lake Wales, Polk",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2015,Entretenimiento,,,,
I1PO0,Crosshill Blvd,"Oakleaf Town Center, Jacksonville",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2015,Entretenimiento,,,,
MNZIW,CMX Dolphin 19 & IMAX,"11471, Northwest 12th Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
SLXJ1,Westfield Citrus Park,"Citrus Park Town Center Boulevard, Spivey",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2015,Entretenimiento,,,,
N5KRM,West Terry Street,"Highland Woods Golf & Country Club, Bonita Springs",rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,"33901, 33907",26.6409247,-81.8605575,Florida,,,,,2015,Entretenimiento,,,,
DWF34,Palm Plaza,"McEwen Drive, Niceville",rK5s,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,1YJ4,Baker,32531,30.7971318,-86.681344,Florida,,,,,2015,Entretenimiento,,,,
JI8JM,Altamonte Mall,"East Central Parkway, Altamonte Springs",yJd3,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,XZBO,Altamonte Springs,"32701, 32714",28.6611089,-81.3656242,Florida,,,,,2015,Entretenimiento,,,,
JBUXB,Centre of Tallahassee,"2415, North Monroe Street",6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,"32301, 32303, 32308",30.4381828,-84.2806235,Florida,,,,,2015,Entretenimiento,,,,
XJNCX,Sunshine Park Mall,"2400, South Ridgewood Avenue",Fxcr,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,CVZR,Daytona Beach,"32114, 32118",29.2108147,-81.0228331,Florida,,,,,2015,Entretenimiento,,,,
FKJZF,Southwest 136th Street,"Howard, Kendall",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
H9S16,Southwest 91st Court,"Heather Walk Condominium, Howard",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
6M031,Indian River Mall,"6200, 20th Street",A5jK,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,5E4F,Fellsmere,32948,27.7676707,-80.6012658,Florida,,,,,2015,Entretenimiento,,,,
JSZXP,Mattress Firm,"3301, Southwest 22nd Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
2NSQF,430,"Orlando Avenue, Orlando",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2015,Entretenimiento,,,,
1LATS,Lincoln Road Mall,"Lincoln Road, Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
K5NCV,Uleta Plaza,"Northeast 168th Street, North Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
X5LKE,West 1st Avenue,"Hialeah, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
VO2M9,B&B Joint,"901, South Miami Avenue",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
JM1JC,Ultramont Mall,"100, Southeast 1st Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
UVKXJ,Westland Mall,"1675, West 49th Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
FY1DD,Seaside Seabird Sanctuary,18328 Gulf Blvd,llVN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,03vv,Indian Shores,33785,27.862801,-82.8484373,Florida,"Pet Stores, Community Service/Non-Profit, Parks, Pets, Zoos, Animal Shelters, Active Life, Local Services",4.5,positivo,,2015,Entretenimiento,,,,
QKUEU,Sea Life Fish & Aquariums,5250 34th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Aquariums, Local Fish Stores, Pets, Active Life, Pet Stores",4.5,positivo,,2015,Entretenimiento,,,,
AJ3VF,Canton Avenue,"Winter Park, Orange",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2015,Entretenimiento,,,,
F0BOW,Kings Highway,"Charlotte , Florida",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2015,Entretenimiento,,,,
YU2X9,Grand Regency Boulevard,"Brandon, Hillsborough",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2015,Entretenimiento,,,,
3TSQ9,US 27,"Polk , Florida",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2015,Entretenimiento,,,,
LEG59,Aleena Diamonds,"1700, Gateway Drive",T9Fb,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,MU07,Mims,32754,28.6655767,-80.8449828,Florida,,,,,2015,Entretenimiento,,,,
PVJ8T,Treasure Coast Square Mall,"Northwest Mall Loop, Portofino at Jensen Beach",sPxs,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,OGXR,Hobe Sound,33455,27.059498,-80.1364323,Florida,,,,,2015,Entretenimiento,,,,
S7MDE,Miami International Mall,"1455, Northwest 107th Avenue",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
TPEEI,The Mall at Wellington Green,"10300, Ring Road",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2015,Entretenimiento,,,,
HT6PF,Argyle Family Dentistry,"Merchants Gate Drive, Oakleaf Town Center",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2015,Entretenimiento,,,,
XW6TF,The Oaks Mall,"6419, West Newberry Road",ZWir,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,BX1N,Gainesville,"32601, 32608",29.6519563,-82.324998,Florida,,,,,2015,Entretenimiento,,,,
0T8V4,Avecina Urgent Care Clinic,"Argyle Forest Boulevard, Chimney Lakes",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2015,Entretenimiento,,,,
JE21Y,Countryside Mall,"27001, US 19 North",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2015,Entretenimiento,,,,
CNXKG,Live Oak Avenue,"Haines City, Polk",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2015,Entretenimiento,,,,
WRR64,Seminole Mall,"75th Place, Seminole",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2015,Entretenimiento,,,,
EKE1P,I 75,"Manatee , Florida",mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,"34205, 34208",27.4989278,-82.5748194,Florida,,,,,2015,Entretenimiento,,,,
97RQF,Belk,"10069, Gulf Center Drive",rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,"33901, 33907",26.6409247,-81.8605575,Florida,,,,,2015,Entretenimiento,,,,
NTWSV,Merritt Square Mall,"Fortenberry Road, Merritt Island",T9Fb,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,MU07,Mims,32754,28.6655767,-80.8449828,Florida,,,,,2015,Entretenimiento,,,,
QFH0G,Mama Rosa's,"381, Cheney Highway",T9Fb,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,MU07,Mims,32754,28.6655767,-80.8449828,Florida,,,,,2015,Entretenimiento,,,,
29E9R,Pinellas Park Square,"US 19 Northbound Frontage Road, Pinellas Park",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2015,Entretenimiento,,,,
13URZ,Port Charlotte Town Center,"Murdock Circle, Port Charlotte",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2015,Entretenimiento,,,,
I65IF,Lake Square Mall,"10401, US Highway 441",AEmq,Lake,"32757, 32778, 34748",28.702847,-81.7787021,K8M9,Astor,32102,29.1624801,-81.5253491,Florida,,,,,2015,Entretenimiento,,,,
XZVZW,Tyrone Square Mall,"22nd Avenue North, Saint Petersburg",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2015,Entretenimiento,,,,
6O2VQ,Southwest 139th Avenue,"Miami-Dade , Florida",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
T5LSN,Dollar Tree,"Crosshill Blvd, Oakleaf Town Center",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2015,Entretenimiento,,,,
BZ09B,Paragon Ocean Walk 10,"North Atlantic Avenue, Daytona Beach",Fxcr,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,CVZR,Daytona Beach,"32114, 32118",29.2108147,-81.0228331,Florida,,,,,2015,Entretenimiento,,,,
32EF1,9680,"Argyle Forest Boulevard, Chimney Lakes",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2015,Entretenimiento,,,,
556GV,US 98;US 319,"Carrabelle, Franklin",FsIg,Franklin,"32320, 32322",29.7817695,-84.8567932,UQ21,Apalachicola,32320,29.7257675,-84.9832435,Florida,,,,,2015,Entretenimiento,,,,
NFR07,Bal Harbour Shops,"9700, Collins Avenue",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
JB29O,Seminole Towne Center,"Towne Center Circle, Sanford",yJd3,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,XZBO,Altamonte Springs,"32701, 32714",28.6611089,-81.3656242,Florida,,,,,2015,Entretenimiento,,,,
N0CVB,Heritage Walk,"Treasury Street, Old City",oU90,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,SB9H,Elkton,32033,29.7829858,-81.4258833,Florida,,,,,2015,Entretenimiento,,,,
QJI53,Tour Boat Boarding,"Miamarina, HMS Bounty",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2015,Entretenimiento,,,,
2PN3B,93rd Avenue North,"Collier , Florida",V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,"34102, 34103",26.1420358,-81.7948103,Florida,,,,,2015,Entretenimiento,,,,
YEVT6,Lake City Mall,"2427, West US Highway 90",fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,"32024, 32025",30.1893883,-82.6394016,Florida,,,,,2015,Entretenimiento,,,,
81T7X,Superior Plaza,"Claude Avenue, Orange",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2015,Entretenimiento,,,,
ZRAH5,300,"East Plaza Real, Boca Raton",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2016,Entretenimiento,,,,
DXD4Q,Peachland Boulevard,"Charlotte , Florida",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2016,Entretenimiento,,,,
8JNKT,Quesada Avenue,"Charlotte , Florida",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2016,Entretenimiento,,,,
4UGOY,Heritage Plaza,"Veterans Boulevard, Charlotte",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2016,Entretenimiento,,,,
QX4P7,Tamiami Trail,"Port Charlotte, Charlotte",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2016,Entretenimiento,,,,
ZNSVR,American Eagle Outfitters,"1900, Tamiami Trail North",V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,"34102, 34103",26.1420358,-81.7948103,Florida,,,,,2016,Entretenimiento,,,,
QJI53,Tour Boat Boarding,"Miamarina, HMS Bounty",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2016,Entretenimiento,,,,
1YKFJ,Southwest 58th Avenue,"South Miami, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2016,Entretenimiento,,,,
9BTS0,Sand Lake Road,"Orange , Florida",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2016,Entretenimiento,,,,
HCVZ5,Alpine Center,"Alpine Drive, Navarre",L1pL,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,QK48,Gulf Breeze,"32561, 32563",30.3571438,-87.1638574,Florida,,,,,2016,Entretenimiento,,,,
L8DEV,Reynolds Street,"Arcadia, DeSoto",nlCy,DeSoto,"34266, 34269",27.2142078,-81.7787021,UTEY,Arcadia,34266,27.2158826,-81.8584164,Florida,,,,,2016,Entretenimiento,,,,
HS5U2,Palm Beach Boulevard,"Fort Myers, Lee",rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,"33901, 33907",26.6409247,-81.8605575,Florida,,,,,2016,Entretenimiento,,,,
OXP5C,International Plaza and Bay Street,"International Plaza, Cornerstone Plaza",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2016,Entretenimiento,,,,
0HM6V,Dyer Boulevard,"Kissimmee, Osceola",pyYM,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,OJFG,Kenansville,34739,27.8764614,-80.9882554,Florida,,,,,2016,Entretenimiento,,,,
ARVQ6,McDonald Terrace,"Oakland Park, Lake",AEmq,Lake,"32757, 32778, 34748",28.702847,-81.7787021,K8M9,Astor,32102,29.1624801,-81.5253491,Florida,,,,,2016,Entretenimiento,,,,
QLLE3,East Edgewood Drive,"Lakeland, Polk",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2016,Entretenimiento,,,,
WOCZW,Pierre Lane,"Zephyrhills, Pasco",A3xo,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3JZK,Dade City,"33523, 33525",28.3647248,-82.1959178,Florida,,,,,2016,Entretenimiento,,,,
1TF0V,Hopewell Avenue,"Lakeland, Polk",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2016,Entretenimiento,,,,
GV5PX,Broadway's,"Oviedo Mall Boulevard, Oviedo",yJd3,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,XZBO,Altamonte Springs,"32701, 32714",28.6611089,-81.3656242,Florida,,,,,2016,Entretenimiento,,,,
XITTY,Volusia Mall,"1700, International Speedway Boulevard",Fxcr,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,CVZR,Daytona Beach,"32114, 32118",29.2108147,-81.0228331,Florida,,,,,2016,Entretenimiento,,,,
UEYO9,Philips Highway,"Jacksonville, Duval",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2016,Entretenimiento,,,,
BMC3Q,Colony Boulevard,"The Villages, Sumter",4ZSv,Marion,"34470, 34481, 34488",29.2787765,-82.12784,UIPT,The Villages,"32162, 32163",28.927019,-82.0037608,Florida,,,,,2016,Entretenimiento,,,,
4DGAZ,Colony Square Drive,"The Cottages at Hunter's Creek, Hunters Creek",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2016,Entretenimiento,,,,
J2532,Centro Ybor,"East 9th Avenue, Ybor City",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2016,Entretenimiento,,,,
MKVI2,Mall at University Town Center,"140, University Town Center Drive",ysNl,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,RXNR,Englewood,"34223, 34224",26.9620053,-82.3525952,Florida,,,,,2016,Entretenimiento,,,,
4G3NY,Town Center at Boca Raton,"Glades Road, Boca Raton",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2016,Entretenimiento,,,,
LQ4J3,Colonial Promenade,"3rd Street Southeast, Winter Haven",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2016,Entretenimiento,,,,
DNHPT,I 95,"Saint Johns , Florida",oU90,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,SB9H,Elkton,32033,29.7829858,-81.4258833,Florida,,,,,2016,Entretenimiento,,,,
NEVTW,Poinsettia Drive,"Mount Dora, Lake",AEmq,Lake,"32757, 32778, 34748",28.702847,-81.7787021,K8M9,Astor,32102,29.1624801,-81.5253491,Florida,,,,,2016,Entretenimiento,,,,
OFPH8,Market Square,"Zephyrhills, Pasco",A3xo,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3JZK,Dade City,"33523, 33525",28.3647248,-82.1959178,Florida,,,,,2016,Entretenimiento,,,,
RQNPD,Publix,"11352, Williams Street",KWSo,Marion,"34470, 34481, 34488",29.2787765,-82.12784,32TL,Citra,33434,29.4119166,-82.1098156,Florida,,,,,2016,Entretenimiento,,,,
DVSEG,ALDI,"605, 10th Street East",mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,"34205, 34208",27.4989278,-82.5748194,Florida,,,,,2016,Entretenimiento,,,,
ZAIUP,17th Street,"Haines City, Polk",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2016,Entretenimiento,,,,
7OOL3,Plaza del Sol,"3831, West Vine Street",pyYM,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,OJFG,Kenansville,34739,27.8764614,-80.9882554,Florida,,,,,2016,Entretenimiento,,,,
CG4E3,Southwest 135th Terrace,"The Falls, Howard",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2016,Entretenimiento,,,,
ITD5Z,Maud Street,"Fisherman's Village, Punta Gorda",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2016,Entretenimiento,,,,
O8901,University Village Shops,"19800, Village Center Drive",rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,"33901, 33907",26.6409247,-81.8605575,Florida,,,,,2016,Entretenimiento,,,,
F8LH5,Aventura Mall,"19501, Biscayne Boulevard",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2016,Entretenimiento,,,,
